"","state","county","tract","block","H005007"
"1","17","031","010100","1000",0
"2","17","031","010100","1001",0
"3","17","031","010100","1002",0
"4","17","031","010100","1003",0
"5","17","031","010100","2013",0
"6","17","031","010100","2003",0
"7","17","031","010100","2000",0
"8","17","031","010100","2001",0
"9","17","031","010100","2002",0
"10","17","031","010100","2007",0
"11","17","031","010100","2012",0
"12","17","031","010100","2004",0
"13","17","031","010100","2005",0
"14","17","031","010100","2006",0
"15","17","031","010100","2008",0
"16","17","031","010100","2009",0
"17","17","031","010100","2010",0
"18","17","031","010100","2011",0
"19","17","031","010100","3003",0
"20","17","031","010100","3009",0
"21","17","031","010100","3000",0
"22","17","031","010100","3002",0
"23","17","031","010100","3004",0
"24","17","031","010100","3006",0
"25","17","031","010100","3008",0
"26","17","031","010100","3010",0
"27","17","031","010100","3012",0
"28","17","031","010100","3007",0
"29","17","031","010100","3005",0
"30","17","031","010100","3011",0
"31","17","031","010100","3001",0
"32","17","031","010201","1002",0
"33","17","031","010201","1003",0
"34","17","031","010201","1004",0
"35","17","031","010201","1005",0
"36","17","031","010201","1006",0
"37","17","031","010201","1012",0
"38","17","031","010201","1007",0
"39","17","031","010201","1000",0
"40","17","031","010201","1008",0
"41","17","031","010201","1001",0
"42","17","031","010201","1009",0
"43","17","031","010201","1010",0
"44","17","031","010201","1013",0
"45","17","031","010201","1011",0
"46","17","031","010201","2033",0
"47","17","031","010201","2036",0
"48","17","031","010201","2026",0
"49","17","031","010201","2005",0
"50","17","031","010201","2022",0
"51","17","031","010201","2034",0
"52","17","031","010201","2037",0
"53","17","031","010201","2024",0
"54","17","031","010201","2027",0
"55","17","031","010201","2035",0
"56","17","031","010201","2028",0
"57","17","031","010201","2030",0
"58","17","031","010201","2038",0
"59","17","031","010201","2039",0
"60","17","031","010201","2040",0
"61","17","031","010201","2009",0
"62","17","031","010201","2011",0
"63","17","031","010201","2007",0
"64","17","031","010201","2019",0
"65","17","031","010201","2017",0
"66","17","031","010201","2014",0
"67","17","031","010201","2000",0
"68","17","031","010201","2001",0
"69","17","031","010201","2002",0
"70","17","031","010201","2003",0
"71","17","031","010201","2008",0
"72","17","031","010201","2004",0
"73","17","031","010201","2006",0
"74","17","031","010201","2010",0
"75","17","031","010201","2013",0
"76","17","031","010201","2012",0
"77","17","031","010201","2015",0
"78","17","031","010201","2016",0
"79","17","031","010201","2031",0
"80","17","031","010201","2018",0
"81","17","031","010201","2025",0
"82","17","031","010201","2020",0
"83","17","031","010201","2032",0
"84","17","031","010201","2021",0
"85","17","031","010201","2023",0
"86","17","031","010201","2029",0
"87","17","031","010201","3003",0
"88","17","031","010201","3007",0
"89","17","031","010201","3006",0
"90","17","031","010201","3000",0
"91","17","031","010201","3002",0
"92","17","031","010201","3004",0
"93","17","031","010201","3005",0
"94","17","031","010201","3009",0
"95","17","031","010201","3011",0
"96","17","031","010201","3001",0
"97","17","031","010201","3008",0
"98","17","031","010201","3010",0
"99","17","031","010202","1008",0
"100","17","031","010202","1007",0
"101","17","031","010202","1012",0
"102","17","031","010202","1013",0
"103","17","031","010202","1000",0
"104","17","031","010202","1001",0
"105","17","031","010202","1002",0
"106","17","031","010202","1004",0
"107","17","031","010202","1003",0
"108","17","031","010202","1005",0
"109","17","031","010202","1011",0
"110","17","031","010202","1009",0
"111","17","031","010202","1010",0
"112","17","031","010202","1006",0
"113","17","031","010202","2007",0
"114","17","031","010202","2009",0
"115","17","031","010202","2001",0
"116","17","031","010202","2010",0
"117","17","031","010202","2002",0
"118","17","031","010202","2003",0
"119","17","031","010202","2004",0
"120","17","031","010202","2005",0
"121","17","031","010202","2008",0
"122","17","031","010202","2000",0
"123","17","031","010202","2006",0
"124","17","031","010300","1007",0
"125","17","031","010300","1005",0
"126","17","031","010300","1004",0
"127","17","031","010300","1006",0
"128","17","031","010300","1001",0
"129","17","031","010300","1000",0
"130","17","031","010300","1003",0
"131","17","031","010300","1002",0
"132","17","031","010300","2001",0
"133","17","031","010300","2004",0
"134","17","031","010300","2014",0
"135","17","031","010300","2000",0
"136","17","031","010300","2002",0
"137","17","031","010300","2005",0
"138","17","031","010300","2008",0
"139","17","031","010300","2010",0
"140","17","031","010300","2013",0
"141","17","031","010300","2015",0
"142","17","031","010300","2016",0
"143","17","031","010300","2003",0
"144","17","031","010300","2011",0
"145","17","031","010300","2006",0
"146","17","031","010300","2012",0
"147","17","031","010300","2007",0
"148","17","031","010300","2017",0
"149","17","031","010300","2009",0
"150","17","031","010300","3005",0
"151","17","031","010300","3004",0
"152","17","031","010300","3000",0
"153","17","031","010300","3001",0
"154","17","031","010300","3002",0
"155","17","031","010300","3003",0
"156","17","031","010300","3007",0
"157","17","031","010300","3006",0
"158","17","031","010300","4010",0
"159","17","031","010300","4003",0
"160","17","031","010300","4001",0
"161","17","031","010300","4000",0
"162","17","031","010300","4011",0
"163","17","031","010300","4007",0
"164","17","031","010300","4002",0
"165","17","031","010300","4004",0
"166","17","031","010300","4005",0
"167","17","031","010300","4006",0
"168","17","031","010300","4008",0
"169","17","031","010300","4009",0
"170","17","031","010300","4013",0
"171","17","031","010300","4014",0
"172","17","031","010300","4012",0
"173","17","031","010400","1003",0
"174","17","031","010400","1000",0
"175","17","031","010400","1005",0
"176","17","031","010400","1006",0
"177","17","031","010400","1001",0
"178","17","031","010400","1002",0
"179","17","031","010400","1004",0
"180","17","031","010400","2005",0
"181","17","031","010400","2001",0
"182","17","031","010400","2000",0
"183","17","031","010400","2002",0
"184","17","031","010400","2003",0
"185","17","031","010400","2004",0
"186","17","031","010400","2006",0
"187","17","031","010400","2007",0
"188","17","031","010400","3005",0
"189","17","031","010400","3009",0
"190","17","031","010400","3012",0
"191","17","031","010400","3014",0
"192","17","031","010400","3007",0
"193","17","031","010400","3000",0
"194","17","031","010400","3001",0
"195","17","031","010400","3002",0
"196","17","031","010400","3003",0
"197","17","031","010400","3004",0
"198","17","031","010400","3006",0
"199","17","031","010400","3008",0
"200","17","031","010400","3010",0
"201","17","031","010400","3011",0
"202","17","031","010400","3013",0
"203","17","031","010400","3015",0
"204","17","031","010501","1002",0
"205","17","031","010501","1000",0
"206","17","031","010501","1001",0
"207","17","031","010501","1003",0
"208","17","031","010501","2006",0
"209","17","031","010501","2007",0
"210","17","031","010501","2002",0
"211","17","031","010501","2000",0
"212","17","031","010501","2001",0
"213","17","031","010501","2003",0
"214","17","031","010501","2004",0
"215","17","031","010501","2008",0
"216","17","031","010501","2005",0
"217","17","031","010501","3002",0
"218","17","031","010501","3005",0
"219","17","031","010501","3000",0
"220","17","031","010501","3004",0
"221","17","031","010501","3009",0
"222","17","031","010501","3001",0
"223","17","031","010501","3006",0
"224","17","031","010501","3007",0
"225","17","031","010501","3010",0
"226","17","031","010501","3008",0
"227","17","031","010501","3003",0
"228","17","031","010502","1012",0
"229","17","031","010502","1003",0
"230","17","031","010502","1007",0
"231","17","031","010502","1002",0
"232","17","031","010502","1010",0
"233","17","031","010502","1011",0
"234","17","031","010502","1000",0
"235","17","031","010502","1001",0
"236","17","031","010502","1004",0
"237","17","031","010502","1005",0
"238","17","031","010502","1006",0
"239","17","031","010502","1008",0
"240","17","031","010502","1009",0
"241","17","031","010502","2000",0
"242","17","031","010502","2008",0
"243","17","031","010502","2002",0
"244","17","031","010502","2003",0
"245","17","031","010502","2009",0
"246","17","031","010502","2005",0
"247","17","031","010502","2001",0
"248","17","031","010502","2004",0
"249","17","031","010502","2006",0
"250","17","031","010502","2007",0
"251","17","031","010502","2010",0
"252","17","031","010503","1008",0
"253","17","031","010503","1009",0
"254","17","031","010503","1010",0
"255","17","031","010503","1016",0
"256","17","031","010503","1004",0
"257","17","031","010503","1005",0
"258","17","031","010503","1007",0
"259","17","031","010503","1011",0
"260","17","031","010503","1013",0
"261","17","031","010503","1012",0
"262","17","031","010503","1014",0
"263","17","031","010503","1015",0
"264","17","031","010503","1000",0
"265","17","031","010503","1001",0
"266","17","031","010503","1002",0
"267","17","031","010503","1006",0
"268","17","031","010503","1003",0
"269","17","031","010503","2009",0
"270","17","031","010503","2004",0
"271","17","031","010503","2005",0
"272","17","031","010503","2001",0
"273","17","031","010503","2003",0
"274","17","031","010503","2008",0
"275","17","031","010503","2011",0
"276","17","031","010503","2000",0
"277","17","031","010503","2002",0
"278","17","031","010503","2006",0
"279","17","031","010503","2007",0
"280","17","031","010503","2010",0
"281","17","031","010503","2012",0
"282","17","031","010600","1006",0
"283","17","031","010600","1012",0
"284","17","031","010600","1014",0
"285","17","031","010600","1008",0
"286","17","031","010600","1011",0
"287","17","031","010600","1022",0
"288","17","031","010600","1016",0
"289","17","031","010600","1004",0
"290","17","031","010600","1015",0
"291","17","031","010600","1005",0
"292","17","031","010600","1018",0
"293","17","031","010600","1003",0
"294","17","031","010600","1000",0
"295","17","031","010600","1001",0
"296","17","031","010600","1002",0
"297","17","031","010600","1010",0
"298","17","031","010600","1020",0
"299","17","031","010600","1009",0
"300","17","031","010600","1017",0
"301","17","031","010600","1013",0
"302","17","031","010600","1021",0
"303","17","031","010600","1007",0
"304","17","031","010600","1019",0
"305","17","031","010600","2004",0
"306","17","031","010600","2003",0
"307","17","031","010600","2000",0
"308","17","031","010600","2007",0
"309","17","031","010600","2001",0
"310","17","031","010600","2005",0
"311","17","031","010600","2008",0
"312","17","031","010600","2002",0
"313","17","031","010600","2006",0
"314","17","031","010600","3001",0
"315","17","031","010600","3008",0
"316","17","031","010600","3006",0
"317","17","031","010600","3003",0
"318","17","031","010600","3012",0
"319","17","031","010600","3000",0
"320","17","031","010600","3005",0
"321","17","031","010600","3010",0
"322","17","031","010600","3011",0
"323","17","031","010600","3009",0
"324","17","031","010600","3002",0
"325","17","031","010600","3004",0
"326","17","031","010600","3007",0
"327","17","031","010600","4006",0
"328","17","031","010600","4012",0
"329","17","031","010600","4001",0
"330","17","031","010600","4004",0
"331","17","031","010600","4009",0
"332","17","031","010600","4014",0
"333","17","031","010600","4000",0
"334","17","031","010600","4002",0
"335","17","031","010600","4005",0
"336","17","031","010600","4008",0
"337","17","031","010600","4010",0
"338","17","031","010600","4013",0
"339","17","031","010600","4003",0
"340","17","031","010600","4011",0
"341","17","031","010600","4007",0
"342","17","031","010701","1001",0
"343","17","031","010701","1006",0
"344","17","031","010701","1007",0
"345","17","031","010701","1008",0
"346","17","031","010701","1009",0
"347","17","031","010701","1013",0
"348","17","031","010701","1014",0
"349","17","031","010701","1017",0
"350","17","031","010701","1015",0
"351","17","031","010701","1016",0
"352","17","031","010701","1002",0
"353","17","031","010701","1004",0
"354","17","031","010701","1005",0
"355","17","031","010701","1011",0
"356","17","031","010701","1010",0
"357","17","031","010701","1000",0
"358","17","031","010701","1012",0
"359","17","031","010701","1003",0
"360","17","031","010701","2004",0
"361","17","031","010701","2015",0
"362","17","031","010701","2009",0
"363","17","031","010701","2000",0
"364","17","031","010701","2001",0
"365","17","031","010701","2002",0
"366","17","031","010701","2003",0
"367","17","031","010701","2006",0
"368","17","031","010701","2010",0
"369","17","031","010701","2011",0
"370","17","031","010701","2013",0
"371","17","031","010701","2014",0
"372","17","031","010701","2016",0
"373","17","031","010701","2018",0
"374","17","031","010701","2012",0
"375","17","031","010701","2017",0
"376","17","031","010701","2005",0
"377","17","031","010701","2007",0
"378","17","031","010701","2008",0
"379","17","031","010702","1001",0
"380","17","031","010702","1002",0
"381","17","031","010702","1003",0
"382","17","031","010702","1004",0
"383","17","031","010702","1005",0
"384","17","031","010702","1007",0
"385","17","031","010702","1008",0
"386","17","031","010702","1011",0
"387","17","031","010702","1006",0
"388","17","031","010702","1010",0
"389","17","031","010702","1009",0
"390","17","031","010702","1012",0
"391","17","031","010702","1000",0
"392","17","031","010702","2002",0
"393","17","031","010702","2000",0
"394","17","031","010702","2003",0
"395","17","031","010702","2004",0
"396","17","031","010702","2005",0
"397","17","031","010702","2006",0
"398","17","031","010702","2007",0
"399","17","031","010702","2008",0
"400","17","031","010702","2009",0
"401","17","031","010702","2001",0
"402","17","031","010702","3004",0
"403","17","031","010702","3000",0
"404","17","031","010702","3003",0
"405","17","031","010702","3005",0
"406","17","031","010702","3007",0
"407","17","031","010702","3009",0
"408","17","031","010702","3006",0
"409","17","031","010702","3001",0
"410","17","031","010702","3002",0
"411","17","031","010702","3008",0
"412","17","031","010702","4001",0
"413","17","031","010702","4000",0
"414","17","031","010702","4002",0
"415","17","031","010702","4003",0
"416","17","031","010702","4005",0
"417","17","031","010702","4004",0
"418","17","031","020100","1001",0
"419","17","031","020100","1003",0
"420","17","031","020100","1018",0
"421","17","031","020100","1015",0
"422","17","031","020100","1000",0
"423","17","031","020100","1004",0
"424","17","031","020100","1006",0
"425","17","031","020100","1011",0
"426","17","031","020100","1008",0
"427","17","031","020100","1017",0
"428","17","031","020100","1023",0
"429","17","031","020100","1009",0
"430","17","031","020100","1013",0
"431","17","031","020100","1016",0
"432","17","031","020100","1022",0
"433","17","031","020100","1019",0
"434","17","031","020100","1024",0
"435","17","031","020100","1025",0
"436","17","031","020100","1002",0
"437","17","031","020100","1005",0
"438","17","031","020100","1007",0
"439","17","031","020100","1010",0
"440","17","031","020100","1012",0
"441","17","031","020100","1014",0
"442","17","031","020100","1020",0
"443","17","031","020100","1021",0
"444","17","031","020100","2002",0
"445","17","031","020100","2003",0
"446","17","031","020100","2006",0
"447","17","031","020100","2007",0
"448","17","031","020100","2008",0
"449","17","031","020100","2000",0
"450","17","031","020100","2004",0
"451","17","031","020100","2005",0
"452","17","031","020100","2001",0
"453","17","031","020200","1011",0
"454","17","031","020200","1001",0
"455","17","031","020200","1002",0
"456","17","031","020200","1019",0
"457","17","031","020200","1000",0
"458","17","031","020200","1004",0
"459","17","031","020200","1005",0
"460","17","031","020200","1009",0
"461","17","031","020200","1010",0
"462","17","031","020200","1013",0
"463","17","031","020200","1015",0
"464","17","031","020200","1016",0
"465","17","031","020200","1018",0
"466","17","031","020200","1003",0
"467","17","031","020200","1017",0
"468","17","031","020200","1020",0
"469","17","031","020200","1021",0
"470","17","031","020200","1007",0
"471","17","031","020200","1008",0
"472","17","031","020200","1012",0
"473","17","031","020200","1014",0
"474","17","031","020200","1006",0
"475","17","031","020200","2001",0
"476","17","031","020200","2002",0
"477","17","031","020200","2003",0
"478","17","031","020200","2000",0
"479","17","031","020200","2008",0
"480","17","031","020200","2007",0
"481","17","031","020200","2010",0
"482","17","031","020200","2013",0
"483","17","031","020200","2014",0
"484","17","031","020200","2006",0
"485","17","031","020200","2004",0
"486","17","031","020200","2011",0
"487","17","031","020200","2005",0
"488","17","031","020200","2009",0
"489","17","031","020200","2012",0
"490","17","031","020200","3000",0
"491","17","031","020200","3017",0
"492","17","031","020200","3003",0
"493","17","031","020200","3019",0
"494","17","031","020200","3036",0
"495","17","031","020200","3016",0
"496","17","031","020200","3001",0
"497","17","031","020200","3002",0
"498","17","031","020200","3004",0
"499","17","031","020200","3006",0
"500","17","031","020200","3007",0
"501","17","031","020200","3008",0
"502","17","031","020200","3010",0
"503","17","031","020200","3011",0
"504","17","031","020200","3013",0
"505","17","031","020200","3014",0
"506","17","031","020200","3015",0
"507","17","031","020200","3018",0
"508","17","031","020200","3005",0
"509","17","031","020200","3009",0
"510","17","031","020200","3012",0
"511","17","031","020200","3020",0
"512","17","031","020200","3021",0
"513","17","031","020200","3022",0
"514","17","031","020200","3023",0
"515","17","031","020200","3024",0
"516","17","031","020200","3025",0
"517","17","031","020200","3026",0
"518","17","031","020200","3027",0
"519","17","031","020200","3028",0
"520","17","031","020200","3029",0
"521","17","031","020200","3030",0
"522","17","031","020200","3031",0
"523","17","031","020200","3032",0
"524","17","031","020200","3033",0
"525","17","031","020200","3034",0
"526","17","031","020200","3035",0
"527","17","031","020200","3037",0
"528","17","031","020200","3038",0
"529","17","031","020200","3039",0
"530","17","031","020200","4007",0
"531","17","031","020200","4006",0
"532","17","031","020200","4012",0
"533","17","031","020200","4014",0
"534","17","031","020200","4010",0
"535","17","031","020200","4021",0
"536","17","031","020200","4024",0
"537","17","031","020200","4037",0
"538","17","031","020200","4026",0
"539","17","031","020200","4027",0
"540","17","031","020200","4028",0
"541","17","031","020200","4029",0
"542","17","031","020200","4030",0
"543","17","031","020200","4031",0
"544","17","031","020200","4032",0
"545","17","031","020200","4033",0
"546","17","031","020200","4034",0
"547","17","031","020200","4035",0
"548","17","031","020200","4036",0
"549","17","031","020200","4038",0
"550","17","031","020200","4039",0
"551","17","031","020200","4040",0
"552","17","031","020200","4041",0
"553","17","031","020200","4042",0
"554","17","031","020200","4043",0
"555","17","031","020200","4044",0
"556","17","031","020200","4045",0
"557","17","031","020200","4046",0
"558","17","031","020200","4000",0
"559","17","031","020200","4001",0
"560","17","031","020200","4002",0
"561","17","031","020200","4003",0
"562","17","031","020200","4004",0
"563","17","031","020200","4005",0
"564","17","031","020200","4008",0
"565","17","031","020200","4009",0
"566","17","031","020200","4011",0
"567","17","031","020200","4013",0
"568","17","031","020200","4015",0
"569","17","031","020200","4016",0
"570","17","031","020200","4017",0
"571","17","031","020200","4018",0
"572","17","031","020200","4019",0
"573","17","031","020200","4020",0
"574","17","031","020200","4022",0
"575","17","031","020200","4023",0
"576","17","031","020200","4025",0
"577","17","031","020301","1002",0
"578","17","031","020301","1005",0
"579","17","031","020301","1006",0
"580","17","031","020301","1008",0
"581","17","031","020301","1000",0
"582","17","031","020301","1004",0
"583","17","031","020301","1007",0
"584","17","031","020301","1001",0
"585","17","031","020301","1003",0
"586","17","031","020301","2001",0
"587","17","031","020301","2000",0
"588","17","031","020301","2002",0
"589","17","031","020301","2003",0
"590","17","031","020301","2008",0
"591","17","031","020301","2010",0
"592","17","031","020301","2004",0
"593","17","031","020301","2006",0
"594","17","031","020301","2009",0
"595","17","031","020301","2011",0
"596","17","031","020301","2005",0
"597","17","031","020301","2007",0
"598","17","031","020301","3010",0
"599","17","031","020301","3027",0
"600","17","031","020301","3014",0
"601","17","031","020301","3001",0
"602","17","031","020301","3002",0
"603","17","031","020301","3003",0
"604","17","031","020301","3004",0
"605","17","031","020301","3005",0
"606","17","031","020301","3006",0
"607","17","031","020301","3007",0
"608","17","031","020301","3000",0
"609","17","031","020301","3026",0
"610","17","031","020301","3008",0
"611","17","031","020301","3009",0
"612","17","031","020301","3011",0
"613","17","031","020301","3012",0
"614","17","031","020301","3013",0
"615","17","031","020301","3015",0
"616","17","031","020301","3016",0
"617","17","031","020301","3017",0
"618","17","031","020301","3018",0
"619","17","031","020301","3019",0
"620","17","031","020301","3020",0
"621","17","031","020301","3021",0
"622","17","031","020301","3022",0
"623","17","031","020301","3023",0
"624","17","031","020301","3024",0
"625","17","031","020301","3025",0
"626","17","031","020302","1009",0
"627","17","031","020302","1007",0
"628","17","031","020302","1008",0
"629","17","031","020302","1000",0
"630","17","031","020302","1001",0
"631","17","031","020302","1002",0
"632","17","031","020302","1003",0
"633","17","031","020302","1004",0
"634","17","031","020302","1005",0
"635","17","031","020302","1006",0
"636","17","031","020302","1010",0
"637","17","031","020302","1011",0
"638","17","031","020302","1012",0
"639","17","031","020302","2010",0
"640","17","031","020302","2012",0
"641","17","031","020302","2014",0
"642","17","031","020302","2013",0
"643","17","031","020302","2003",0
"644","17","031","020302","2004",0
"645","17","031","020302","2011",0
"646","17","031","020302","2000",0
"647","17","031","020302","2001",0
"648","17","031","020302","2002",0
"649","17","031","020302","2005",0
"650","17","031","020302","2006",0
"651","17","031","020302","2007",0
"652","17","031","020302","2008",0
"653","17","031","020302","2009",0
"654","17","031","020302","3004",0
"655","17","031","020302","3006",0
"656","17","031","020302","3014",0
"657","17","031","020302","3017",0
"658","17","031","020302","3023",0
"659","17","031","020302","3024",0
"660","17","031","020302","3022",0
"661","17","031","020302","3003",0
"662","17","031","020302","3001",0
"663","17","031","020302","3005",0
"664","17","031","020302","3016",0
"665","17","031","020302","3007",0
"666","17","031","020302","3009",0
"667","17","031","020302","3011",0
"668","17","031","020302","3012",0
"669","17","031","020302","3013",0
"670","17","031","020302","3018",0
"671","17","031","020302","3031",0
"672","17","031","020302","3021",0
"673","17","031","020302","3025",0
"674","17","031","020302","3026",0
"675","17","031","020302","3032",0
"676","17","031","020302","3027",0
"677","17","031","020302","3029",0
"678","17","031","020302","3035",0
"679","17","031","020302","3030",0
"680","17","031","020302","3015",0
"681","17","031","020302","3000",0
"682","17","031","020302","3002",0
"683","17","031","020302","3008",0
"684","17","031","020302","3010",0
"685","17","031","020302","3028",0
"686","17","031","020302","3019",0
"687","17","031","020302","3033",0
"688","17","031","020302","3020",0
"689","17","031","020302","3034",0
"690","17","031","020302","3036",0
"691","17","031","020400","1003",0
"692","17","031","020400","1000",0
"693","17","031","020400","1001",0
"694","17","031","020400","1004",0
"695","17","031","020400","1007",0
"696","17","031","020400","1010",0
"697","17","031","020400","1012",0
"698","17","031","020400","1008",0
"699","17","031","020400","1009",0
"700","17","031","020400","1013",0
"701","17","031","020400","1011",0
"702","17","031","020400","1002",0
"703","17","031","020400","1005",0
"704","17","031","020400","1006",0
"705","17","031","020400","2002",0
"706","17","031","020400","2005",0
"707","17","031","020400","2007",0
"708","17","031","020400","2008",0
"709","17","031","020400","2009",0
"710","17","031","020400","2011",0
"711","17","031","020400","2012",0
"712","17","031","020400","2014",0
"713","17","031","020400","2015",0
"714","17","031","020400","2016",0
"715","17","031","020400","2017",0
"716","17","031","020400","2018",0
"717","17","031","020400","2022",0
"718","17","031","020400","2020",0
"719","17","031","020400","2001",0
"720","17","031","020400","2003",0
"721","17","031","020400","2000",0
"722","17","031","020400","2004",0
"723","17","031","020400","2010",0
"724","17","031","020400","2013",0
"725","17","031","020400","2019",0
"726","17","031","020400","2021",0
"727","17","031","020400","2006",0
"728","17","031","020400","3002",0
"729","17","031","020400","3005",0
"730","17","031","020400","3010",0
"731","17","031","020400","3008",0
"732","17","031","020400","3001",0
"733","17","031","020400","3003",0
"734","17","031","020400","3004",0
"735","17","031","020400","3015",0
"736","17","031","020400","3016",0
"737","17","031","020400","3000",0
"738","17","031","020400","3006",0
"739","17","031","020400","3007",0
"740","17","031","020400","3009",0
"741","17","031","020400","3011",0
"742","17","031","020400","3012",0
"743","17","031","020400","3013",0
"744","17","031","020400","3014",0
"745","17","031","020500","1016",0
"746","17","031","020500","1000",0
"747","17","031","020500","1002",0
"748","17","031","020500","1004",0
"749","17","031","020500","1010",0
"750","17","031","020500","1011",0
"751","17","031","020500","1014",0
"752","17","031","020500","1012",0
"753","17","031","020500","1001",0
"754","17","031","020500","1003",0
"755","17","031","020500","1005",0
"756","17","031","020500","1006",0
"757","17","031","020500","1007",0
"758","17","031","020500","1008",0
"759","17","031","020500","1009",0
"760","17","031","020500","1013",0
"761","17","031","020500","1015",0
"762","17","031","020500","2007",0
"763","17","031","020500","2006",0
"764","17","031","020500","2008",0
"765","17","031","020500","2009",0
"766","17","031","020500","2010",0
"767","17","031","020500","2000",0
"768","17","031","020500","2001",0
"769","17","031","020500","2002",0
"770","17","031","020500","2003",0
"771","17","031","020500","2004",0
"772","17","031","020500","2005",0
"773","17","031","020500","2011",0
"774","17","031","020500","3001",0
"775","17","031","020500","3000",0
"776","17","031","020500","3002",0
"777","17","031","020500","3003",0
"778","17","031","020500","3004",0
"779","17","031","020500","3005",0
"780","17","031","020500","3006",0
"781","17","031","020500","3008",0
"782","17","031","020500","3007",0
"783","17","031","020500","4010",0
"784","17","031","020500","4009",0
"785","17","031","020500","4000",0
"786","17","031","020500","4002",0
"787","17","031","020500","4006",0
"788","17","031","020500","4007",0
"789","17","031","020500","4003",0
"790","17","031","020500","4005",0
"791","17","031","020500","4008",0
"792","17","031","020500","4001",0
"793","17","031","020500","4004",0
"794","17","031","020601","1000",0
"795","17","031","020601","1001",0
"796","17","031","020601","1003",0
"797","17","031","020601","1004",0
"798","17","031","020601","1005",0
"799","17","031","020601","1006",0
"800","17","031","020601","1007",0
"801","17","031","020601","1008",0
"802","17","031","020601","1010",0
"803","17","031","020601","1012",0
"804","17","031","020601","1014",0
"805","17","031","020601","1016",0
"806","17","031","020601","1020",0
"807","17","031","020601","1021",0
"808","17","031","020601","1023",0
"809","17","031","020601","1025",0
"810","17","031","020601","1029",0
"811","17","031","020601","1009",0
"812","17","031","020601","1022",0
"813","17","031","020601","1002",0
"814","17","031","020601","1011",0
"815","17","031","020601","1013",0
"816","17","031","020601","1019",0
"817","17","031","020601","1028",0
"818","17","031","020601","1015",0
"819","17","031","020601","1026",0
"820","17","031","020601","1017",0
"821","17","031","020601","1018",0
"822","17","031","020601","1024",0
"823","17","031","020601","1027",0
"824","17","031","020601","2000",0
"825","17","031","020601","2001",0
"826","17","031","020601","2003",0
"827","17","031","020601","2005",0
"828","17","031","020601","2006",0
"829","17","031","020601","2007",0
"830","17","031","020601","2011",0
"831","17","031","020601","2016",0
"832","17","031","020601","2018",0
"833","17","031","020601","2019",0
"834","17","031","020601","2020",0
"835","17","031","020601","2024",0
"836","17","031","020601","2008",0
"837","17","031","020601","2010",0
"838","17","031","020601","2013",0
"839","17","031","020601","2009",0
"840","17","031","020601","2002",0
"841","17","031","020601","2022",0
"842","17","031","020601","2004",0
"843","17","031","020601","2015",0
"844","17","031","020601","2017",0
"845","17","031","020601","2012",0
"846","17","031","020601","2014",0
"847","17","031","020601","2021",0
"848","17","031","020601","2025",0
"849","17","031","020601","2023",0
"850","17","031","020601","3001",0
"851","17","031","020601","3003",0
"852","17","031","020601","3013",0
"853","17","031","020601","3014",0
"854","17","031","020601","3002",0
"855","17","031","020601","3007",0
"856","17","031","020601","3004",0
"857","17","031","020601","3005",0
"858","17","031","020601","3008",0
"859","17","031","020601","3009",0
"860","17","031","020601","3010",0
"861","17","031","020601","3011",0
"862","17","031","020601","3006",0
"863","17","031","020601","3012",0
"864","17","031","020601","3000",0
"865","17","031","020602","1000",0
"866","17","031","020602","1002",0
"867","17","031","020602","1003",0
"868","17","031","020602","1005",0
"869","17","031","020602","1006",0
"870","17","031","020602","1009",0
"871","17","031","020602","1010",0
"872","17","031","020602","1011",0
"873","17","031","020602","1001",0
"874","17","031","020602","1004",0
"875","17","031","020602","1007",0
"876","17","031","020602","1008",0
"877","17","031","020602","2003",0
"878","17","031","020602","2005",0
"879","17","031","020602","2008",0
"880","17","031","020602","2009",0
"881","17","031","020602","2004",0
"882","17","031","020602","2007",0
"883","17","031","020602","2000",0
"884","17","031","020602","2006",0
"885","17","031","020602","2001",0
"886","17","031","020602","2002",0
"887","17","031","020602","2012",0
"888","17","031","020602","2013",0
"889","17","031","020602","2010",0
"890","17","031","020602","2011",0
"891","17","031","020602","2014",0
"892","17","031","020602","3007",0
"893","17","031","020602","3010",0
"894","17","031","020602","3000",0
"895","17","031","020602","3001",0
"896","17","031","020602","3002",0
"897","17","031","020602","3003",0
"898","17","031","020602","3004",0
"899","17","031","020602","3005",0
"900","17","031","020602","3006",0
"901","17","031","020602","3008",0
"902","17","031","020602","3009",0
"903","17","031","020602","3011",0
"904","17","031","020602","3012",0
"905","17","031","020602","3013",0
"906","17","031","020602","3014",0
"907","17","031","020602","4007",0
"908","17","031","020602","4009",0
"909","17","031","020602","4000",0
"910","17","031","020602","4001",0
"911","17","031","020602","4002",0
"912","17","031","020602","4003",0
"913","17","031","020602","4004",0
"914","17","031","020602","4005",0
"915","17","031","020602","4006",0
"916","17","031","020602","4008",0
"917","17","031","020602","4010",0
"918","17","031","020602","4011",0
"919","17","031","020602","4012",0
"920","17","031","020602","4013",0
"921","17","031","020701","1005",0
"922","17","031","020701","1007",0
"923","17","031","020701","1021",0
"924","17","031","020701","1032",0
"925","17","031","020701","1010",0
"926","17","031","020701","1013",0
"927","17","031","020701","1012",0
"928","17","031","020701","1022",0
"929","17","031","020701","1025",0
"930","17","031","020701","1015",0
"931","17","031","020701","1016",0
"932","17","031","020701","1000",0
